K	L	M
16.92	11.25	16.57
15.94	13	23.13
16.22	28.8	28.74
29.47	33.99	16.38
20.26	25.72	28.05
22.47	15.49	22.77
14.42	15.7	22.11
21.62	21.4	18.79
15.93	26.83	31.51
24.24	21.04	29.78
26.44	18.45	25.69
24.06	31.61	15.93
26.65	3.53	10.85
22.23	20.52	23.3
20.2	24.34	23.21
26.53	20.87	15.19
15.59	17.75	33.69
17.77	27.22	15.47
30.79	11.15	13.43
33.27	24.91	19.65
41.94	23.23	23.77
19.7	15.04	22.48
26.9	22.73	26.29
22.66	23.12	25.38
27.62	17.66	16.08
15.06	23.6	21.42
44.78	26.75	17.89
21.86	22.75	21.99
14.61	22.7	23.14
21.8	20.34	29.26
25.04	19.5	23.82
21.01	15.52	16.73
18.49	27.02	17.08
33.52	31.11	31.84
24.21	19.3	27.34
31.9	14.1	19.12
21.85	21.2	34.66
21.8	23.27	17.46
49	25.79	19.03
19.77	20.19	24.24
14.88	16.7	27.06
25.88	26.55	41.51
21.4	27.9	22.36
33.14	18.36	23.2
24.64	23.47	19.74
17.27	18.38	15.88
20.21	30.34	27.17
18.77	25.67	24.83
17.94	22.24	19.07
20.37	22.49	15.87
22.49	23.77	21.5
17.85	18.25	21.36
22.56	24.57	24.52
28.98	18.52	23.16
24.9	29.36	26.06
16.16	18.11	13.86
15.22	22.33	26.61
15.87	25.63	28.53
29.35	26.95	16.52
19.91	17.73	24.59
20.82	18.18	11.19
15.05	19.62	23.85
21.85	17.35	21.06
20.26	19.41	21.83
18.33	16.97	19.35
23.69	7.29	17.87
29.01	13.87	16.23
22.54	35.25	26.42
16.03	33.69	27.44
17.9	11.06	12.94
21.83	8.12	25.79
17.88	25.17	21.01
20.4	21.53	20.87
15.5	26.6	14.49
15.46	19.42	10.55
20.26	20.56	19.93
31.8	20.73	20.53
23.16	31.27	11.18
18.35	21.42	23.75
18.83	18	19.47
15.11	19.13	24.21
19.76	15.64	23.01
25.55	16.32	9.15
18.71	26.64	22.84
15.47	17	15.72
17.84	24.08	26.83
23.01	16.09	20.48
15.75	12.76	29.94
32.47	24.66	20.04
21.52	22.7	22.35
15.98	21.69	16.4
21.77	17.17	13.25
26.13	26.65	16.73
19.08	22.37	23.92
31.59	16.03	37.54
16.93	7.57	24.44
17.67	22.99	17.49
21.19	19.78	30.56
20.67	20.07	20.84
23.18	17.85	24.86
17.44	10.1	25.02
24.92	21.94	14.13
20.6	14.77	21.01
43.29	27.84	24.87
13.49	27.58	21.81
18.18	29	23.67
22.98	19	12.53
26.31	26.84	27.95
15.85	31.29	19.06
38.42	31.06	24.42
16.61	12.57	8.27
16.09	17.07	22.02
27.27	19.05	13.94
24.18	18.39	18.68
20.39	25.67	18.2
16.99	27.11	10.63
19.62	25.14	29.66
29.07	26.92	20.08
38.48	21.22	16.36
32.95	28.83	25.77
19.19	8.79	16.43
17.75	10.75	25.64
17.36	16.96	20.01
21.55	14.33	19.93
22.03	24.15	22.68
27.57	17.06	16.98
26.35	11.98	13.77
29.61	16.59	22.69
22.1	23.8	19.68
28.97	23.01	22.78
20.35	25.56	28.3
20.26	19.04	10.14
23.6	6.16	22.84
17.08	25.72	38.01
17.75	14.47	20.89
13.7	17.06	24.64
18.11	19.34	25.49
42.78	30.24	21.39
25.7	18.99	19.39
18.77	17.67	20.32
14.29	11.06	18.7
22.01	19.78	28.16
22.91	26.79	19.79
19.08	20.18	26.87
18.24	16.21	21.06
32.27	17.99	22.12
23.06	20.44	29.63
31.43	17.26	32.27
13.72	32.21	29.61
24.44	26.62	17.68
19.31	21.99	10.83
25.42	19.79	27.3
19.28	17	19.83
33.52	20.57	21.78
18.91	23.27	27.78
24.31	15.81	18.84
26.62	16.88	17.52
30.79	24.29	24.26
22.5	23.72	11.99
23.23	20.53	18.68
18.61	7.88	27.18
38.45	11.25	31.59
34.97	14.37	20.84
21.15	25.61	23.23
26.92	22.66	23.47
14.29	27.54	20.11
15.07	23.43	27.5
19.91	25.86	24.69
15.97	25.62	28.81
22.02	28.4	15.87
22.69	20.95	23.9
24.43	28.02	16.09
19.98	26.73	29.04
26.22	12.41	23.34
25.5	22.87	28.38
21.69	24.26	21.01
16.71	10.2	23.92
28.17	15.88	32.73
24.02	19.91	14.8
31.44	22.74	19.85
16.49	28.44	20.91
19.24	15.47	17.96
14.97	14.16	22.41
21.97	29.58	20.21
16.73	29.83	21.08
13.35	19.63	25.73
31.44	23.13	18.25
20.62	23.75	29.5
41.82	16.14	26.4
26.27	18.76	38.71
31.72	23.5	22.07
18.93	14.05	13.53
29.22	23.35	30.15
19.18	26.72	11.61
13.8	25.98	23.54
18.18	29.2	23.93
20.46	23.57	27.49
15.42	19.66	13.78
26.02	30.09	18.67
24.99	24.32	20.77
15.82	29.21	36.74
19.7	18.27	12.98
20	11.29	35.42
19.53	22.54	22.83
25.92	20.54	17.65
22.45	24.18	24.9
14.14	18.69	17.04
28.17	20.07	29.51
20.16	31.06	21.07
28.75	20.22	27.84
21.08	19.87	25.74
18.29	20.11	14.55
13.11	13.76	11.37
35.26	16.29	19.54
22.51	20.19	25.53
24.95	21.43	20.54
21.59	23.69	12.93
23.1	26.28	16.42
29.05	16.59	21.2
21.55	21.13	12.35
19.65	15.87	24.31
18.63	18.11	22.66
15.13	36.46	18.86
27.62	24.71	27.91
18.84	17.68	32.94
28.62	20.42	8.55
20.91	19.64	20.82
23.03	14.64	11.21
22.33	19.38	25.02
30.25	17.06	18.89
17.17	18.19	24.81
33.42	12.16	21.81
27.53	19.95	20.38
15.29	28.1	17.28
17.18	22.37	19.28
14.34	24.96	17.93
27.69	11.32	26.8
16.41	15.51	16.22
16.74	19.29	19.72
17.45	22.97	21.98
19.2	26.56	22.12
17.32	14.77	24.72
24.9	36.3	28.92
19.44	17.55	10.66
31.06	17.56	24.29
16.17	31.54	22.35
39.57	14.95	12.6
17.49	22.44	29.13
17.6	22.05	20.42
19.54	28.46	9.65
17.49	21.36	26.77
34.17	21.06	24.86
21.8	26.03	20.27
19.25	20.7	21.83
19.52	12.26	20.22
16.45	20.54	24.35
20.06	30.51	10.19
24.87	20.55	20.74
16.9	20.84	14.31
18.46	29.84	30.18
30.84	12.26	29.74
18.08	20.43	14.84
23.4	22.85	31.03
14.52	22.13	26.17
15.88	25.93	25.77
24.49	25.92	19.4
18.72	22.7	21.12
28.31	24.71	26.65
14.05	12.96	16.03
22.09	16	18.98
15.39	17.34	23.62
21.87	21.82	6.32
19.86	25.34	22.07
14.84	10.98	12.36
18.12	24.04	22.43
22.24	21.28	23.31
18.61	25.58	33.8
15.93	21.88	19.42
30.18	17.61	25.15
18.49	23.44	26.8
21.67	24.02	25.46
24.84	21.1	31.68
13.68	16.18	29.71
17	15.19	12.9
21.21	15.63	30.39
18.18	13.37	21.03
18.55	17.05	14.31
23.44	10.51	17.31
14.2	23.72	27.05
43.4	15.03	25.59
26.01	22.55	25.89
35.89	34.99	18.67
30.79	18.94	35.1
25.28	21.01	24.66
22.67	40.97	23.09
43.77	33.54	18.7
23.49	32.14	20.17
16.71	19.75	24.79
19.17	28.46	20.24
16.78	28.71	33.75
18.85	26.36	22.07
18.14	31.15	28.74
28.14	21.54	22.57
24.08	20.12	9.51
22.14	20.18	23
28.61	23.06	22.1
19.9	25.73	26.13
17.13	14.38	26.69
14.64	20.54	17.53
17.24	27.14	25.36
27.91	16.21	26.68
23.15	33.87	25.78
26.69	25.43	26.94
22.13	17.94	30.62
23.55	26.02	29.64
20.02	35.05	20.47
17.59	20.3	17.04
18.5	17.04	16.15
25.66	29.63	26.54
19.48	12.47	25.11
26.02	15.07	14.76
23.29	26.73	17.53
21.1	20.5	20.12
19.26	11.5	27.59
17.53	4.83	23.53
19.08	16.43	22.35
16.87	33.38	9.68
20.08	19.89	30.86
18.22	23.06	31.28
24.42	27.19	15.98
14.87	30.97	26.05
16.45	26.78	23.29
25.56	17.28	18.89
27.28	21.2	17.05
28.9	12.45	21.85
19.97	24.97	23.89
14.77	28.96	25.39
19.53	28.29	29.67
17.35	19.44	16.59
17.54	29.55	33.37
23.86	12.13	22.91
16.16	13.36	14.66
20.19	17.85	24.42
17.36	31.25	14.29
16.73	31.49	13.42
13.91	15.08	28.98
25.61	18.49	21.26
19.1	20.98	24.81
21.03	16.09	21.8
18.61	23.62	10.96
17.76	27.75	26.03
18.31	16.3	13.78
22.67	20.62	33.86
14.33	22.29	40.47
15.01	16.93	25.85
21.21	28.55	18.17
33.89	27.14	22.2
18.8	27.64	11.08
14.98	17.37	20.85
18.66	23.08	26.35
15.03	14.09	23.51
25.75	19.05	27.69
21.06	16.98	19.1
25.34	12.6	22.94
21.12	23.69	20.56
25.32	25.91	29.83
14.12	21.78	26.02
30.97	20.18	13.12
17.82	17.93	30.87
14.79	21.93	17.5
16.14	36.44	18.93
25.54	19.45	27.56
19.13	19.42	19.62
24.43	27.03	21.56
31.49	23.61	21.72
35.07	21.72	17.33
14.64	21.33	29.02
14.2	22.95	20.87
22.19	21.08	24.25
24.03	12.89	11.7
14.4	15.19	29.76
16.42	23.28	25.82
15.02	19.96	38.45
19.2	21.97	41.37
19.99	14.63	15.36
20.42	11.2	9.1
14.96	40.39	30.3
24.15	27.34	34.3
17.95	24.06	23.11
16.06	31.18	11.94
14.89	23.06	33.45
21.04	21.03	29.15
17.32	14.5	24.43
18.53	19.91	31.06
16.75	17.14	15.82
28.87	21.84	16.82
24.3	30.82	30.03
25.8	18.23	29.39
21.61	8.41	20.54
25.86	24.28	15.48
18.11	20.16	24.3
32.61	33.55	17.62
27.97	24.12	34.57
17.08	11.41	24.67
19.77	21.01	24.73
18.07	21.56	32.52
40.24	25.19	19.41
19.22	25.1	18.57
28.16	16.12	28.65
17.88	23.48	19.26
21.38	10.65	26.11
17.41	18.45	22.4
29.41	11.3	30.59
16.78	29.26	20.7
29.91	18.36	26.77
21.94	23.61	26.38
31.43	24.32	21.92
20.23	17.89	25.81
30.82	20.93	28.62
21.46	21.28	13.85
19.51	18.45	24.98
26.85	22.89	19.9
27.49	17.28	14
14.89	19.64	30.88
17.87	21.33	23.49
21.93	26.86	33.89
15.28	29.28	28.9
13.92	20.33	22.44
14.42	27.68	26.84
18.02	21.97	38.44
22.07	17.62	16.08
27.92	19.04	9.98
17.43	21.34	19.62
22.15	26.4	24.21
22.46	15.14	23.28
31.54	28.79	22.08
14.21	19.81	22.69
23.07	18.03	16.89
29.18	29.38	15.54
20.28	33.76	17.63
27.25	26.33	18.53
27.1	26.11	12.52
19.78	24.12	25.2
25.67	20.59	23.2
16.41	21.53	29.99
19.04	12.15	16.32
26.03	12.85	25.26
23.38	28.49	21.11
14.99	22.77	25.86
28.43	31.4	23.95
31.16	16.09	20.03
17.62	25.81	33.72
15.77	19.36	15.78
39.23	30.98	24.84
25.7	18.17	18.35
17.57	24.31	27.51
20.56	16.43	26.31
15.95	23.72	11.61
28.18	29.85	24.78
23.98	11.88	14.91
19.87	22.82	27.47
19.83	28.59	24.57
16.14	9.87	17.86
24.91	19.86	20.11
20.63	14.39	28.33
20.78	34.71	16.57
32.31	27.77	16.55
14.04	26.11	30.54
30.95	21.11	20.29
35.83	26.83	27.3
34.57	16.52	28.1
32.98	18.18	25.27
22.67	21.01	14.72
29.28	21.69	23.98
14.14	24.11	32.71
24.03	17.28	26.59
23.66	20.91	27.27
25.07	12.01	28.21
28.69	24.23	26.77
14.39	22.89	14.83
16.35	17.66	26.36
24.08	18.14	27.88
19.8	16.25	8.04
19.15	29.17	11.21
16.42	22.6	17.89
16.29	19.72	26.49
29.75	21.54	20.88
27.54	13	8.2
17.61	8.5	17.76
16.25	21.66	14.1
18.56	19.38	16.82
17.56	17.54	23.27
20.69	21.72	18.31
28.76	15.91	24.03
17.53	24.56	25.68
37.14	25.54	6.78
22.53	27.6	17.7
30.16	13.19	29.38
31.83	10.94	13.55
14.01	30.32	18.82
28.28	23.94	21.7
31.26	27.5	23.62
15.93	26.46	28.18
14.44	16.88	23.24
28.38	34.12	16.13
17.42	19.51	18.85
18.72	14.76	20.71
14.54	18.41	22.59
14.57	22.59	14.75
15	23.69	21.78
24.45	19.78	32.11
23.99	24.35	17.34
37.08	33.81	25.82
22.79	21.72	23.72
17.37	26.66	30.96
16.38	16.19	28.87
25.62	19.6	21.82
21.89	18.23	14.97
33.78	33.71	20.08
23.69	24.85	19.11
33.14	28.83	20.23
16.56	16.6	11.32
16.44	28.62	15.35
27.07	19.07	16.56
22.8	21.83	12.91
25.84	22.32	24.52
22.5	19.2	17.03
23.92	17.27	22.8
16.3	25.41	20.32
17.91	20.11	12.81
26.15	19.41	20.52
27.15	29.13	22.03
22.92	23.96	20.8
22.49	16.67	34.27
15.89	19.89	11.51
31.77	25.43	22.32
19.19	20.46	14.53
36.82	18.78	18.09
19.17	21.85	18.56
14.61	17.27	16.35
27.08	18.79	20.08
21.08	20.98	28.17
36.22	24.39	27.59
29.78	15.58	18.45
18.62	17.97	16.64
18.03	21.7	29.47
23.3	13.06	29.42
15.38	15.96	23.55
20.84	27.51	11
17.5	25.77	20.63
19.48	20.3	20.73
41.26	24.63	24.48
32.33	20.94	14.76
15.73	23.98	15.45
24.79	10.27	28.11
21.58	19.08	14.39
18.54	16.15	27.03
34.35	6.79	26.93
14.3	25.36	25.4
31.83	22.83	18.35
19.1	21.34	19.69
21.1	18.67	21.09
25.87	20.01	14.66
31.38	19.33	10.7
24.16	18.43	18.41
19.33	21.93	28.99
14.84	16.7	19.69
21.58	28.14	20.38
16.43	27.75	22.46
32.89	20.79	20.05
14	25.32	19.14
26.33	26.89	24.98
13.64	26.67	22.61
21.73	13.09	13.02
16.62	17.76	25.88
15.66	24.55	15.87
26.91	18.4	23.53
15.91	25.17	34.39
27.98	27.06	28.38
26.91	18.19	25.06
14.54	34.22	25.72
22.2	22.04	24.37
23.41	28.53	31.16
26.72	20.42	17.33
22.3	18.91	18.78
17.97	20.14	16.28
14.41	23.54	15.63
17.56	20.29	17.61
20.47	15.29	20.72
23.78	15.5	24.29
22.6	21.01	24.7
15.89	26.76	18.15
18.85	27.37	14.39
18.84	26.05	26.13
17.34	11.18	28.38
15.2	26.7	26.46
17.61	18.9	15.82
27.55	20.23	20.8
16.57	18.25	27.95
21.94	10.56	24.37
16.71	28.49	15.87
24.08	21.09	25.72
23.74	23.93	31.35
39.74	25.49	25.49
23.9	22.21	20.93
26.94	24.53	24.91
18.24	10.3	27.88
20.76	17.12	21.51
17.08	22.55	32.7
15.71	12.6	27.61
22.57	31.29	20.3
33.24	24.45	27.76
21.19	29.38	19.1
27.9	17.12	21.14
19.38	28.14	31.37
30.03	9.98	28.89
23.67	15.52	25.77
23.21	25.31	19.59
16.64	24.38	15.42
13.64	24.46	18.48
16.2	14.92	27.14
24.34	23.38	27.43
21.6	19.09	28.59
28.11	21.97	17.28
27.41	9.03	9.2
18.13	29.72	26.83
15.36	17.42	13.6
15.52	18.11	18.79
17.15	17.56	16.59
18.68	20.01	28.63
21.57	17.94	23.42
17.57	13.58	25.28
23.97	30.26	18.93
15.86	11.08	17.45
28.87	33.7	20.93
18.42	10.84	26.91
16.63	19.98	21.4
17.11	16.21	28.35
15.34	16.98	18.92
18.54	23.62	15.29
19.15	31.27	25.59
20.6	18.92	18.64
19.92	29.24	25.38
25.21	20.94	27.11
15.26	25	15.69
28.93	32.21	26.43
23.41	19.7	20.94
27.09	25.88	27.01
32.8	22.86	16.65
34.56	34.62	17.98
23.24	18.86	20.65
17.24	25.72	25.54
15.82	20.03	8.27
25.68	9.87	29.27
26.75	28.59	18.72
16.44	27.82	20.42
19.91	17	25.1
23.42	23.13	21.26
18.97	28.14	19.11
37.01	23.62	16.25
19.36	13.8	24.91
17.41	18.73	20.84
25.9	23.07	25.95
15.17	26.94	23.73
18.53	22.52	31.85
19.86	17.99	12.98
16.81	23.5	19.9
18.88	20.24	27.54
28.22	20.86	33.03
21.05	29.82	20.27
19.9	14.6	19.68
18.78	15.53	23.26
31.91	20.07	31.99
15.71	22.38	20.3
29.74	32.47	26.58
16.59	21.13	10.57
21.33	23.18	13.54
17.47	25.39	26.76
25.42	18.77	28.93
30.25	22.34	29.86
21.34	21.92	18.29
20.54	26.8	24.76
17.76	21.8	13.26
17.72	12.8	25.18
19.23	22.99	28.72
18	21.5	14.54
28.97	25.34	24.4
22.5	19.34	16.61
27.58	21.49	16.96
25.41	22.63	20.32
29.46	32.9	21.72
20.08	10.57	13.06
14.34	25.56	26.44
17.26	27.8	29.46
27.37	22.82	14.78
19.02	25.66	27.13
21.82	10.44	25.5
17.71	32.14	10.78
15.75	25.22	15.76
36.04	15.17	24.04
25.36	29.53	13.91
27.05	12.49	11.58
16.91	22.6	24.96
27.66	19.28	24.12
20.92	24.37	16.13
30.92	24.36	26.67
15.68	12.34	14.83
31.79	33.02	19.42
25.16	17.03	30.49
28.71	22.46	18.2
23.28	23.66	32.12
24.29	15.32	24.83
22.88	15.75	28.54
16.04	26.51	23.47
19.69	27.89	25.57
25.4	21.16	24.49
15.11	20.87	14.79
21.8	22.81	25.22
37.53	10.37	20.64
14.78	26.41	21.56
33.42	24.52	25.77
22.61	24.03	18.16
17.33	19.91	25.61
22.43	23.19	26.76
23.29	16.75	32.58
24.99	34	12.57
17.32	16.35	19.22
19.08	20.17	24.46
27.17	10.01	14.02
15.68	25.68	18.74
19.34	18.11	29.16
19.84	20.68	8.34
15.89	25	24.56
22.93	19.97	19.22
33	24.6	21.37
29.68	22.87	27.28
18.32	27.95	20.31
28.08	29.63	19.27
30.08	30.72	21.38
35.76	22.77	19.45
25.1	29.29	25.32
20.8	29.67	23.68
17.65	21.51	25.82
24.62	24.26	26.91
20.36	19.81	11.61
28.01	18.42	23.01
18.06	21.44	14.57
23.87	19.95	20.77
23.45	16.33	20.54
24.78	20.63	14.77
21.45	19.15	17.76
15.49	18.5	22.35
19.61	21.55	19.24
16.76	28.77	20.58
20.75	26.07	21.16
18.5	17.41	24.26
26.07	32.08	19.64
19.25	19.73	22.99
23.79	23.59	24.62
26.73	26.77	17.54
38.84	19.89	30.87
17.32	26.72	27.03
20.7	30.51	20.17
29.19	24.36	32.14
16.67	20.21	23.23
19.53	26.81	25.47
29.48	18.37	20.22
15.3	23.18	25.55
16.45	20.18	20.79
44	13.24	25.77
20.17	12.27	24.05
27.54	16.79	22.78
15.05	14.64	14.45
27.69	17.32	18.22
14	17.99	14.04
17.41	24.27	23.76
25.68	25.39	18.56
16.97	33.28	22.03
21.83	28.25	22.13
18.62	15.27	29.42
25.59	23.36	20.82
17.23	26.64	20.53
22.82	22.52	19.59
24.77	17.84	15.64
31.41	24.53	18.53
24.38	26.11	21.62
25.32	20.83	18.68
19.63	22.41	23.99
20.09	14.92	16.32
16.08	15.16	25.53
22.09	31.57	19.23
30.23	17.47	12.82
22.56	16.55	19.42
16	20.54	20.82
14.89	23.98	32.51
17.69	27.67	24.27
25.94	23.07	22.46
20.27	20.17	10.66
26.73	17.58	16.03
14.9	27.14	13.46
21.2	15.03	25.48
27.13	27.61	22.98
23.2	21.86	16.87
31.27	28.94	21.88
21.37	23.23	20.12
14.79	16.81	20.76
24.43	28.34	24.78
24.78	24.82	18.07
34.05	25.75	21.72
15.67	22.13	13.62
22.9	24.2	23.18
23.92	13.46	16.49
23.2	14.06	23.45
39.98	28.89	20.54
15.35	9.64	8.17
18.62	31.14	15.48
21.08	12.52	18.76
28.48	16.37	26.89
16.29	27.1	15.22
21.09	32.24	27.7
22.72	29.1	26.43
44.17	21.6	26.62
26.02	19.08	16.55
18.47	21.21	26.57
34.61	32.24	17.32
15.62	23.4	29.84
17.49	26.55	17.71
25.37	12.94	21.92
19.16	26.62	23.73
19.43	22.61	19.49
16.77	33.18	19.44
20.03	14.99	38.24
16.7	18.17	15.28
24.56	13	16.58
15.82	24.44	12.22
27.76	20.36	27.7
13.83	24.95	24.97
17.87	25.05	30.55
33.05	17.95	22.38
24.14	12.13	19.17
22.61	21.2	9.8
16.09	17.15	22.46
23.79	24.63	24.19
24.7	30.89	27.5
17.36	33.07	18.11
19.26	18.18	23.76
19.93	37.88	17.86
16.14	10.16	24.68
18.45	27.84	23.44
17.77	17.76	30.89
23.63	23.21	18.68
17.96	17.53	28
19.37	26.48	13.04
30.71	27.07	17.98
24.06	20.15	30.44
26.45	16.36	23.12
20.44	11.39	25.73
16.47	19.38	26.49
17.64	20.64	18.39
24.92	21.11	35.82
29.77	19.22	12.06
23.67	26.3	21.04
16.31	22.75	14.11
13.31	15.11	12.54
24.11	12.12	17.52
26.53	23.29	21.69
15.31	28.4	12.46
32.71	18.56	24.47
26.05	23.37	27.07
20.61	20.56	22.13
18.57	19.02	26.41
15.33	22.89	28.95
17.12	26.76	12.65
15.91	23.4	24.05
14.52	25.79	27.08
26.31	20.9	28.46
31.31	18.44	19.79
14.43	26.7	22.31
21.22	9.57	25.05
24.87	27.76	22.31
19	28.87	40.16
16.91	12.16	19.1
25.92	9.09	28.49
22.82	12.57	19.69
14.95	14.93	26.67
18.23	20.23	22.73
14.55	28.97	19.79
26.28	22.48	16.57
21.45	20.85	32.58
21.77	14.02	23.97
18.57	18.43	28.01
22.54	23.36	33.55
29.5	23.04	29.52
19.22	21.12	24.55
25.22	16.93	29.28
14.95	27.65	22.56
23.83	16.51	22
22.96	13.53	20.38
17.24	18.14	18.15
28.13	20.11	18.6
18.96	26.04	19.81
23.24	19.67	15.81
30.49	23.41	35.57
40.55	23.3	18.89
30.69	21.16	23.68
13.89	19.99	27.24
17.37	16.98	23.45
16.16	15.9	25.43
16.96	17.42	20.26
22.22	23.25	18.5
16.56	20.22	13.7
24.84	23.62	17.69
19.24	13.7	19.23
17.25	15.97	31.03
18.63	24.82	25.76
17.13	31.79	26.31
18.63	25.27	21.43
23.38	26.08	17.36
31.48	26.63	27.99
24.26	13.43	24.7
23.26	17.73	17.28
24.33	12.19	22.28
29.45	26.11	7.72
15.97	13.03	15.81
20.65	23.37	27.15
20.97	9.88	15.89
18.34	29.77	35.71
25.61	21.79	29.1
21.11	19.56	23.12
18.56	24.71	14.33
26.29	26.61	24.33
20.89	21.33	15.94
17.5	15.36	20.53
15.81	23.57	24.3
22.6	18.27	25.23
18.59	16.19	25.52
23.29	24.74	12.2
23.62	24.81	24.61
22.13	25.43	29.75
24.6	16.56	10.71
20.25	16.53	20.96
22.37	23.04	20.94
15.74	31.85	31.57
20.24	21.36	3.45
22.9	21.48	20.06
20.85	14.77	30.69
29.91	22.66	26.67
16.64	24.65	27.98
41.42	19.18	10.9
19.42	19.43	22.21
15.22	14.48	8.9
15.99	29.34	23.46
28.27	29.43	21.41
18.74	24.01	28.74
23.87	21.95	11.18
21.2	9.23	25.42
24.62	22.21	25.05
19.11	22.33	17.07
16.7	16.63	34.53
20.92	19.1	17.33
31.2	22.6	24.31
20.42	11.38	28.6
18.24	17	23.65
13.83	24.4	23.35
23.64	26.73	28.88
16.41	22.29	17.23
19.44	20.45	4.79
15.73	23.08	27.23
16.99	22.19	23.01
18.95	17.22	13.26
18.35	29.99	22.51
17.11	14.41	23.93
21.05	18.47	9.44
22.9	25.14	11.02
21.06	25.2	26
16.83	22.72	36.23
22.76	23.91	17.18
41.6	11.64	22.41
19.38	29.69	24.49
16.91	10.56	22.38
22.28	28.28	26.9
23.38	23.71	13.98
20.75	18.72	19.13
19.24	21.99	30.08
19.49	22.63	37.03
18.77	10.87	7.29
14.94	22.44	18.81
19.96	22.16	17.53
32.66	27.68	16.8
15.9	19.3	22.08
27.17	30.01	18.94
19.9	24.99	24.63
16.91	16.01	30.56
19.9	17.3	17.37
19.26	16.95	17.28
16.08	21.09	33.58
19.11	17.92	22.46
18.8	25.7	22.73
22.19	23.8	11.99
36.99	7.31	24.57
38.67	15.72	21.27
18.39	31.21	19.01
16.14	16.92	25.39
18.3	24.16	8.05
18.15	16.14	18.02
23.66	25.44	26.91
18.3	18.17	20.31
21.51	24.29	9.18
22.78	20.43	24.64
30.2	25.7	19.24
21.16	17	27.36
20.52	25.66	8.29
20.61	12.77	17.04
29.69	31.87	19.1
21.54	31.77	21.21
16.66	22.71	22.25
18.87	12.48	10.46
29.82	28.61	23.06
18.49	25.36	29.46
22.7	33.8	38.15
20.19	28.79	28.89
19.22	35.1	22.09
16.6	29.62	27.54
15.91	16.26	10.12
16.94	23.79	20.36
20.72	21.4	21.31
20.19	16.93	25.06
19.23	27.96	22.27
24.68	22.34	17.8
32.92	27.96	19.51
27.26	34.26	16.45
17.55	3.86	25.8
16.31	24.87	15.35
29.65	20.23	15.06
18.96	22.35	19.33
16.84	20.53	21.99
18.79	21.63	28.97
18.12	20.46	22.44
22.57	24.79	31.95
23.24	19.99	34.57
14.11	27.8	24.69
14.43	24.49	19.65
14.44	21.15	31.33
19.99	24.1	16.13
27.08	27.76	21.68
19.09	18.58	27.52
15.92	26.69	22.65
21.44	16.69	27.08
23.79	30.49	28.74
20.49	12.24	16.64
16.97	22.15	21.75
15.56	16.2	21.77
15.91	19.74	24.35
25.83	31.33	22.29
28.37	25.26	17.26
18.48	25.76	17
29.12	17.51	19
34.16	28.42	21.17
16.48	10.84	31.64
17.87	24.62	17.81
21.06	21.39	10.62
22.43	24.31	25.86
25.2	19.65	14.86
18.96	25.75	34.18
18.05	17.27	20.58
26.03	24.87	8.84
17.51	28.94	31.53
19.46	17.51	10.3
18.85	19.04	25.77
17.79	18	16.41
16.86	20.11	17.02
19.93	20.76	28.23
33.82	27.71	22.37
17.74	21.66	25.41
28.52	26.15	20.17
17.19	22.24	30.8
17.7	21.69	19.79
16.4	3.59	34.24
16.29	15.32	25.35
32.35	17.49	16.95
18.63	27.13	25.11
17.62	20.7	20.12
23.31	22.61	20.9
14.55	23.19	30.54
17.96	22.41	23.16
22.38	19.9	26.18
20.89	22.58	23.62
15.04	21.99	17.8
16.25	8.71	25.68
30.75	24.35	18.32
18.57	30.89	25.56
23.26	25.71	29.03
22.76	21.38	27.32
18.99	23.73	14.96
14.05	15.89	20.73
16.84	20.06	24.83
25.01	19.95	16.17
18.04	28.76	28.52
22.72	17.28	23.93
16.87	9.38	25.92
23.14	21.76	19.78
20.11	23.2	24.32
29.09	18.75	17.9
15.65	20.93	19.61
20.87	29.37	15.18
20.61	22.12	35.46
15.63	22.16	22.58
15.8	17.71	25.02
21.28	11.18	29.03
19.45	32.63	20.12
17.41	18.91	21.31
17.87	17.61	14.73
22.99	29.22	15.01
19.05	17.26	31.79
28.08	26.08	14.09
17.09	33.68	30.7
30.33	19.09	19.81
17.43	24.05	38.01
15.5	29.04	21.23
27.19	11.8	25.34
21.92	25.32	28.19
16.77	22.88	21.36
22.13	14.25	23.56
14.87	7.55	23.02
25	19.49	5.93
19.73	13.24	15.15
19.09	26.1	11.62
13.02	22.86	16.72
14.28	13.16	30.9
21.84	24.01	11.38
19.08	22.02	20.02
20.45	22.27	24.13
22.99	35.3	17.58
15.39	31.16	16.6
33.18	22.75	27.59
31.66	30.47	16.53
15.62	20.08	21.3
22.39	22.42	25.18
21.7	21.37	26.38
15.24	29.57	13.64
17.44	23.02	20.46
25.52	17.76	25.3
40.3	13.49	13.19
14.08	12.16	19.36
14.96	16.6	29.81
19.26	28.95	15.28
30.26	26.7	24.43
14.51	22	27.01
31.64	16.85	20.87
33.65	31.78	26.82
24.42	26.1	25.82
15.71	18.98	22.34
21.63	10.46	24.06
28.55	11.76	24.94
13.72	31.44	15.19
17.99	16.22	16.73
26.4	26.89	23.48
26.36	24.14	25.35
20.88	16.57	12.78
32.03	18.78	22.8
28.27	23.89	14.38
24.3	22.58	14.88
18.8	7.68	30.17
15.4	21.87	21.85
16.18	25.52	14.35
21.27	25.34	27.88
24.89	15.82	24.65
17.33	19.33	28.65
35.29	27.89	22.16
27.86	14.32	32.41
25.18	16.68	17.27
33.3	16.14	23.78
